time,conjugations
0.00,28
0.10,28
0.20,40
0.30,31
0.40,38
0.50,42
0.60,38
0.70,33
0.80,34
0.90,37
1.00,36
1.10,33
1.20,45
1.30,43
1.40,46
1.50,47
1.60,39
1.70,52
1.80,48
1.90,38
2.00,44
2.10,28
2.20,45
2.30,51
2.40,63
2.50,61
2.60,64
2.70,58
2.80,58
2.90,60
3.00,54
3.10,73
3.20,51
3.30,43
3.40,50
3.50,58
3.60,52
3.70,56
3.80,53
3.90,62
4.00,61
4.10,66
4.20,61
4.30,60
4.40,65
4.50,86
4.60,85
4.70,89
4.80,84
4.90,97
5.00,86
5.10,72
5.20,67
5.30,74
5.40,91
5.50,93
5.60,96
5.70,80
5.80,105
5.90,85
6.00,103
6.10,101
6.20,118
6.30,105
6.40,110
6.50,124
6.60,109
6.70,103
6.80,117
6.90,128
7.00,132
7.10,130
7.20,130
7.30,128
7.40,112
7.50,116
7.60,147
7.70,134
7.80,130
7.90,142
8.00,121
8.10,139
8.20,161
8.30,170
8.40,142
8.50,136
8.60,149
8.70,130
8.80,128
8.90,152
9.00,151
9.10,153
9.20,139
9.30,141
9.40,160
9.50,149
9.60,153
9.70,169
9.80,163
9.90,138
10.00,137
10.10,151
10.20,162
10.30,144
10.40,170
10.50,152
10.60,161
10.70,164
10.80,160
10.90,145
11.00,178
11.10,178
11.20,168
11.30,189
11.40,194
11.50,174
11.60,179
11.70,175
11.80,181
11.90,191
12.00,197
12.10,218
12.20,201
12.30,197
12.40,174
12.50,181
12.60,198
12.70,235
12.80,196
12.90,194
13.00,211
13.10,260
13.20,212
13.30,222
13.40,244
13.50,213
13.60,235
13.70,242
13.80,257
13.90,228
14.00,218
14.10,218
14.20,232
14.30,234
14.40,273
14.50,256
14.60,264
14.70,247
14.80,294
14.90,297
15.00,295
15.10,302
15.20,297
15.30,308
15.40,310
15.50,349
15.60,334
15.70,304
15.80,338
15.90,335
16.00,322
16.10,355
16.20,336
16.30,336
16.40,346
16.50,368
16.60,342
16.70,349
16.80,356
16.90,321
17.00,328
17.10,364
17.20,396
17.30,378
17.40,388
17.50,394
17.60,403
17.70,396
17.80,378
17.90,420
18.00,383
18.10,383
18.20,385
18.30,420
18.40,410
18.50,435
18.60,422
18.70,453
18.80,441
18.90,454
19.00,429
19.10,465
19.20,472
19.30,474
19.40,520
19.50,496
19.60,518
19.70,473
19.80,527
19.90,535
20.00,537
20.10,508
20.20,504
20.30,575
20.40,564
20.50,572
20.60,602
20.70,552
20.80,551
20.90,543
21.00,559
21.10,548
21.20,591
21.30,566
21.40,572
21.50,590
21.60,588
21.70,594
21.80,596
21.90,606
22.00,604
22.10,643
22.20,644
22.30,626
22.40,654
22.50,642
22.60,627
22.70,649
22.80,687
22.90,695
23.00,699
23.10,717
23.20,697
23.30,705
23.40,673
23.50,691
23.60,734
23.70,745
23.80,766
23.90,783
24.00,744
24.10,748
24.20,768
24.30,763
24.40,797
24.50,751
24.60,743
24.70,787
24.80,814
24.90,811
25.00,839
25.10,823
25.20,877
25.30,835
25.40,844
25.50,852
25.60,865
25.70,876
25.80,950
25.90,901
26.00,947
26.10,905
26.20,935
26.30,954
26.40,949
26.50,952
26.60,961
26.70,1002
26.80,928
26.90,953
27.00,996
27.10,1077
27.20,1033
27.30,1043
27.40,1005
27.50,1001
27.60,1027
27.70,1031
27.80,1038
27.90,1062
28.00,1067
28.10,1096
28.20,1170
28.30,1171
28.40,1119
28.50,1143
28.60,1160
28.70,1152
28.80,1116
28.90,1093
29.00,1172
29.10,1169
29.20,1216
29.30,1226
29.40,1159
29.50,1151
29.60,1120
29.70,1128
29.80,1178
29.90,1148
30.00,1161
30.10,1211
30.20,1159
30.30,1144
30.40,1208
30.50,1202
30.60,1146
30.70,1205
30.80,1227
30.90,1224
31.00,1183
31.10,1179
31.20,1202
31.30,1214
31.40,1189
31.50,1231
31.60,1228
31.70,1221
31.80,1215
31.90,1213
32.00,1217
32.10,1208
32.20,1255
32.30,1197
32.40,1231
32.50,1283
32.60,1262
32.70,1256
32.80,1282
32.90,1244
33.00,1242
33.10,1271
33.20,1297
33.30,1210
33.40,1210
33.50,1226
33.60,1203
33.70,1183
33.80,1190
33.90,1207
34.00,1221
34.10,1218
34.20,1230
34.30,1252
34.40,1261
34.50,1252
34.60,1224
34.70,1264
34.80,1261
34.90,1266
35.00,1249
35.10,1231
35.20,1264
35.30,1245
35.40,1220
35.50,1245
35.60,1228
35.70,1234
35.80,1225
35.90,1236
36.00,1244
36.10,1212
36.20,1253
36.30,1201
36.40,1242
36.50,1246
36.60,1320
36.70,1270
36.80,1306
36.90,1285
37.00,1308
37.10,1272
37.20,1302
37.30,1229
37.40,1304
37.50,1289
37.60,1263
37.70,1296
37.80,1294
37.90,1266
38.00,1275
38.10,1278
38.20,1250
38.30,1229
38.40,1280
38.50,1251
38.60,1284
38.70,1300
38.80,1249
38.90,1240
39.00,1215
39.10,1251
39.20,1278
39.30,1217
39.40,1287
39.50,1278
39.60,1227
39.70,1282
39.80,1210
39.90,1241
40.00,1157
40.10,1212
40.20,1210
40.30,1227
40.40,1198
40.50,1268
40.60,1175
40.70,1173
40.80,1150
40.90,1162
41.00,1183
41.10,1207
41.20,1159
41.30,1172
41.40,1136
41.50,1193
41.60,1147
41.70,1187
41.80,1124
41.90,1162
42.00,1171
42.10,1200
42.20,1206
42.30,1173
42.40,1155
42.50,1150
42.60,1153
42.70,1162
42.80,1172
42.90,1143
43.00,1156
43.10,1200
43.20,1189
43.30,1211
43.40,1236
43.50,1151
43.60,1182
43.70,1192
43.80,1255
43.90,1198
44.00,1267
44.10,1238
44.20,1230
44.30,1221
44.40,1195
44.50,1179
44.60,1224
44.70,1240
44.80,1233
44.90,1237
45.00,1229
45.10,1240
45.20,1187
45.30,1193
45.40,1226
45.50,1228
45.60,1219
45.70,1226
45.80,1281
45.90,1234
46.00,1265
46.10,1202
46.20,1225
46.30,1200
46.40,1230
46.50,1238
46.60,1259
46.70,1256
46.80,1215
46.90,1241
47.00,1261
47.10,1248
47.20,1225
47.30,1193
47.40,1247
47.50,1238
47.60,1217
47.70,1240
47.80,1278
47.90,1257
48.00,1280
48.10,1294
48.20,1239
48.30,1249
48.40,1309
48.50,1276
48.60,1288
48.70,1302
48.80,1235
48.90,1215
49.00,1266
49.10,1235
49.20,1236
49.30,1217
49.40,1265
49.50,1264
49.60,1228
49.70,1253
49.80,1232
49.90,1236
50.00,1269
50.10,1284
50.20,1273
50.30,1274
50.40,1286
50.50,1312
50.60,1264
50.70,1311
50.80,1245
50.90,1246
51.00,1224
51.10,1240
51.20,1265
51.30,1245
51.40,1278
51.50,1242
51.60,1242
51.70,1257
51.80,1218
51.90,1223
52.00,1214
52.10,1244
52.20,1203
52.30,1191
52.40,1168
52.50,1194
52.60,1199
52.70,1210
52.80,1187
52.90,1169
53.00,1161
53.10,1138
53.20,1171
53.30,1193
53.40,1255
53.50,1149
53.60,1227
53.70,1224
