time,conjugations
42.70,337
42.80,314
42.90,311
43.00,330
43.10,330
43.20,331
43.30,364
43.40,335
43.50,346
43.60,332
43.70,333
43.80,331
43.90,318
44.00,319
44.10,341
44.20,341
44.30,344
44.40,272
44.50,301
44.60,327
44.70,309
44.80,344
44.90,324
45.00,327
45.10,323
45.20,347
45.30,316
45.40,299
45.50,325
45.60,326
45.70,314
45.80,335
45.90,335
46.00,308
46.10,308
46.20,351
46.30,322
46.40,320
46.50,340
46.60,326
46.70,335
46.80,333
46.90,358
47.00,360
47.10,358
47.20,357
47.30,321
47.40,329
47.50,331
47.60,307
47.70,325
47.80,334
47.90,317
48.00,346
48.10,308
48.20,357
48.30,334
48.40,314
48.50,332
48.60,368
48.70,319
48.80,341
48.90,317
49.00,333
49.10,324
49.20,348
49.30,333
49.40,331
49.50,359
49.60,321
49.70,360
49.80,340
49.90,340
50.00,372
50.10,330
50.20,347
50.30,348
50.40,326
50.50,344
50.60,356
50.70,319
50.80,308
50.90,323
51.00,295
51.10,317
51.20,315
51.30,313
51.40,305
51.50,331
51.60,329
51.70,306
51.80,322
51.90,326
52.00,359
52.10,364
52.20,318
52.30,328
52.40,324
52.50,340
52.60,315
52.70,282
52.80,295
52.90,303
53.00,341
53.10,320
53.20,329
53.30,298
53.40,303
53.50,329
53.60,308
53.70,321
53.80,306
53.90,311
54.00,298
54.10,315
54.20,311
54.30,322
54.40,332
54.50,311
54.60,329
54.70,323
54.80,307
54.90,308
55.00,261
55.10,323
55.20,309
55.30,330
55.40,320
55.50,284
55.60,326
55.70,309
55.80,311
55.90,310
56.00,324
56.10,307
56.20,298
56.30,316
56.40,332
56.50,343
56.60,343
56.70,338
56.80,341
56.90,342
57.00,340
57.10,337
57.20,328
57.30,307
57.40,354
57.50,316
57.60,327
57.70,339
57.80,311
57.90,345
58.00,323
58.10,330
58.20,325
58.30,288
58.40,349
58.50,345
58.60,356
58.70,342
58.80,334
58.90,335
59.00,313
59.10,329
59.20,362
59.30,326
59.40,358
59.50,344
59.60,323
59.70,370
59.80,355
59.90,379
60.00,351
