time,conjugations
20.70,1794
20.80,1844
20.90,1845
21.00,1849
21.10,1862
21.20,1800
21.30,1751
21.40,1795
21.50,1896
21.60,1846
21.70,1823
21.80,1847
21.90,1895
22.00,1903
22.10,1898
22.20,1885
22.30,1902
22.40,1884
22.50,1910
22.60,1932
22.70,1916
22.80,1900
22.90,1915
23.00,1898
23.10,1909
23.20,1927
23.30,1945
23.40,1845
23.50,1799
23.60,1914
23.70,1910
23.80,1935
23.90,1905
24.00,1885
24.10,1842
24.20,1886
24.30,1888
24.40,1849
24.50,1879
24.60,1863
24.70,1923
24.80,1914
24.90,1907
25.00,1914
25.10,1873
25.20,1888
25.30,1893
25.40,1899
25.50,1868
25.60,1856
25.70,1864
25.80,1849
25.90,1860
26.00,1875
26.10,1868
26.20,1867
26.30,1888
26.40,1916
26.50,1837
26.60,1908
26.70,1902
26.80,1886
26.90,1857
27.00,1800
27.10,1787
27.20,1844
27.30,1817
27.40,1807
27.50,1798
27.60,1852
27.70,1801
27.80,1835
27.90,1806
28.00,1791
28.10,1744
28.20,1713
28.30,1763
28.40,1746
28.50,1787
28.60,1795
28.70,1790
28.80,1799
28.90,1842
29.00,1794
29.10,1811
29.20,1800
29.30,1805
29.40,1860
29.50,1787
29.60,1823
29.70,1782
29.80,1796
29.90,1828
30.00,1790
30.10,1748
30.20,1773
30.30,1755
30.40,1810
30.50,1841
30.60,1840
30.70,1794
30.80,1813
30.90,1818
31.00,1843
31.10,1822
31.20,1791
31.30,1839
31.40,1796
31.50,1840
31.60,1812
31.70,1858
31.80,1815
31.90,1818
32.00,1800
32.10,1781
32.20,1775
32.30,1742
32.40,1793
32.50,1828
32.60,1833
32.70,1857
32.80,1817
32.90,1834
33.00,1882
33.10,1847
33.20,1834
33.30,1888
33.40,1917
33.50,1894
33.60,1940
33.70,1874
33.80,1812
33.90,1874
34.00,1904
34.10,1901
34.20,1933
34.30,1873
34.40,1907
34.50,1854
34.60,1823
34.70,1878
34.80,1829
34.90,1907
35.00,1896
35.10,1887
35.20,1861
35.30,1850
35.40,1864
35.50,1862
35.60,1923
35.70,1919
35.80,1842
35.90,1826
36.00,1820
36.10,1844
36.20,1896
36.30,1895
36.40,1886
36.50,1906
36.60,1893
36.70,1945
36.80,1920
36.90,1896
37.00,1806
37.10,1829
37.20,1898
37.30,1919
37.40,1940
37.50,1940
37.60,1965
37.70,1910
37.80,1925
37.90,1888
38.00,1835
38.10,1850
38.20,1844
38.30,1854
38.40,1876
38.50,1855
38.60,1838
38.70,1791
38.80,1853
38.90,1846
39.00,1837
39.10,1817
39.20,1822
39.30,1782
39.40,1773
39.50,1714
39.60,1715
39.70,1732
39.80,1748
39.90,1806
40.00,1687
40.10,1763
40.20,1748
40.30,1758
40.40,1770
40.50,1776
40.60,1727
40.70,1714
40.80,1726
40.90,1746
41.00,1716
41.10,1684
41.20,1719
41.30,1729
41.40,1722
41.50,1775
41.60,1799
41.70,1780
41.80,1757
41.90,1782
42.00,1731
42.10,1700
42.20,1753
42.30,1741
42.40,1799
42.50,1810
42.60,1759
42.70,1741
42.80,1794
42.90,1783
43.00,1837
43.10,1708
43.20,1743
43.30,1768
43.40,1809
43.50,1875
43.60,1808
43.70,1802
43.80,1804
43.90,1804
44.00,1764
44.10,1780
44.20,1848
44.30,1817
44.40,1787
44.50,1731
44.60,1745
44.70,1737
44.80,1740
44.90,1809
45.00,1824
45.10,1781
45.20,1777
45.30,1761
45.40,1781
45.50,1774
45.60,1754
45.70,1781
45.80,1754
45.90,1766
46.00,1804
46.10,1783
46.20,1902
46.30,1878
46.40,1898
46.50,1881
46.60,1909
46.70,1883
46.80,1891
46.90,1859
47.00,1884
47.10,1937
47.20,1879
47.30,1860
47.40,1866
47.50,1832
47.60,1938
47.70,1893
47.80,1858
47.90,1828
48.00,1849
48.10,1838
48.20,1896
48.30,1861
48.40,1870
48.50,1919
48.60,1941
48.70,1892
48.80,1849
48.90,1815
49.00,1860
49.10,1810
49.20,1796
49.30,1839
49.40,1891
49.50,1845
49.60,1801
49.70,1855
49.80,1918
49.90,1880
50.00,1873
50.10,1885
50.20,1868
50.30,1834
50.40,1853
50.50,1896
50.60,1885
50.70,1893
50.80,1891
50.90,1896
51.00,1912
51.10,1863
51.20,1899
51.30,1837
51.40,1869
51.50,1941
51.60,1904
51.70,1911
51.80,1834
51.90,1814
52.00,1760
52.10,1778
52.20,1751
52.30,1787
52.40,1873
52.50,1778
52.60,1727
52.70,1806
52.80,1813
52.90,1745
53.00,1729
53.10,1748
53.20,1783
53.30,1729
53.40,1722
53.50,1754
53.60,1765
53.70,1746
53.80,1694
53.90,1723
54.00,1745
54.10,1792
54.20,1792
54.30,1789
54.40,1783
54.50,1786
54.60,1748
54.70,1686
54.80,1725
54.90,1709
55.00,1750
55.10,1803
55.20,1798
55.30,1826
55.40,1823
55.50,1810
55.60,1849
55.70,1845
55.80,1815
55.90,1829
56.00,1755
56.10,1748
56.20,1747
56.30,1792
56.40,1804
56.50,1867
56.60,1762
56.70,1766
56.80,1804
56.90,1815
57.00,1834
57.10,1890
57.20,1832
57.30,1840
57.40,1840
57.50,1869
57.60,1893
57.70,1903
57.80,1871
57.90,1808
58.00,1864
58.10,1906
58.20,1893
58.30,1870
58.40,1872
58.50,1846
58.60,1849
58.70,1859
58.80,1855
58.90,1865
59.00,1923
59.10,1912
59.20,1876
59.30,1857
59.40,1861
59.50,1846
59.60,1864
59.70,1830
59.80,1777
59.90,1853
60.00,1812
