time,conjugations
42.40,62
42.50,50
42.60,46
42.70,50
42.80,41
42.90,42
43.00,52
43.10,53
43.20,53
43.30,42
43.40,43
43.50,52
43.60,51
43.70,68
43.80,50
43.90,68
44.00,58
44.10,58
44.20,70
44.30,55
44.40,56
44.50,69
44.60,58
44.70,53
44.80,54
44.90,71
45.00,59
45.10,65
45.20,75
45.30,61
45.40,47
45.50,57
45.60,64
45.70,65
45.80,51
45.90,57
46.00,63
46.10,48
46.20,59
46.30,53
46.40,63
46.50,63
46.60,50
46.70,64
46.80,57
46.90,53
47.00,55
47.10,55
47.20,58
47.30,56
47.40,58
47.50,56
47.60,65
47.70,73
47.80,48
47.90,74
48.00,61
48.10,71
48.20,73
48.30,65
48.40,45
48.50,60
48.60,62
48.70,77
48.80,59
48.90,78
49.00,65
49.10,68
49.20,61
49.30,50
49.40,50
49.50,74
49.60,56
49.70,60
49.80,50
49.90,60
50.00,53
50.10,67
50.20,50
50.30,74
50.40,61
50.50,57
50.60,60
50.70,74
50.80,74
50.90,58
51.00,69
51.10,70
51.20,64
51.30,56
51.40,53
51.50,46
51.60,68
51.70,47
51.80,56
51.90,63
52.00,52
52.10,61
52.20,72
52.30,46
52.40,49
52.50,63
52.60,41
52.70,55
52.80,54
52.90,58
53.00,57
53.10,53
53.20,54
53.30,62
53.40,57
53.50,44
53.60,47
53.70,50
53.80,58
53.90,50
54.00,54
54.10,49
54.20,73
54.30,53
54.40,53
54.50,49
54.60,62
54.70,55
54.80,61
54.90,66
55.00,63
55.10,61
55.20,53
55.30,62
55.40,59
55.50,60
55.60,55
55.70,61
55.80,57
55.90,62
56.00,51
56.10,48
56.20,63
56.30,46
56.40,53
56.50,63
56.60,45
56.70,61
56.80,49
56.90,51
57.00,54
57.10,56
57.20,44
57.30,53
57.40,53
57.50,52
57.60,52
57.70,51
57.80,57
57.90,51
58.00,57
58.10,71
58.20,44
58.30,39
58.40,48
58.50,42
58.60,44
58.70,56
58.80,70
58.90,53
59.00,52
59.10,53
59.20,65
59.30,55
59.40,45
59.50,63
59.60,52
59.70,63
59.80,42
59.90,58
60.00,47
