time,conjugations
41.00,62
41.10,56
41.20,62
41.30,61
41.40,60
41.50,58
41.60,55
41.70,62
41.80,53
41.90,52
42.00,60
42.10,64
42.20,59
42.30,44
42.40,38
42.50,47
42.60,46
42.70,45
42.80,61
42.90,48
43.00,43
43.10,57
43.20,47
43.30,48
43.40,55
43.50,60
43.60,59
43.70,63
43.80,60
43.90,52
44.00,61
44.10,58
44.20,44
44.30,43
44.40,46
44.50,50
44.60,49
44.70,56
44.80,34
44.90,40
45.00,51
45.10,52
45.20,50
45.30,48
45.40,65
45.50,48
45.60,43
45.70,52
45.80,56
45.90,50
46.00,51
46.10,46
46.20,47
46.30,50
46.40,50
46.50,50
46.60,59
46.70,52
46.80,44
46.90,53
47.00,50
47.10,60
47.20,60
47.30,49
47.40,48
47.50,52
47.60,68
47.70,70
47.80,60
47.90,56
48.00,55
48.10,55
48.20,60
48.30,47
48.40,54
48.50,57
48.60,61
48.70,54
48.80,56
48.90,56
49.00,55
49.10,52
49.20,51
49.30,50
49.40,44
49.50,61
49.60,52
49.70,64
49.80,60
49.90,80
50.00,61
50.10,67
50.20,53
50.30,61
50.40,61
50.50,44
50.60,53
50.70,60
50.80,62
50.90,60
51.00,58
51.10,59
51.20,51
51.30,55
51.40,69
51.50,45
51.60,49
51.70,52
51.80,59
51.90,61
52.00,52
52.10,54
52.20,53
52.30,59
52.40,69
52.50,55
52.60,63
52.70,58
52.80,47
52.90,59
53.00,57
53.10,50
53.20,44
53.30,57
53.40,49
53.50,53
53.60,56
53.70,50
53.80,55
53.90,58
54.00,66
54.10,68
54.20,54
54.30,53
54.40,55
54.50,65
54.60,63
54.70,58
54.80,58
54.90,50
55.00,48
55.10,52
55.20,62
55.30,61
55.40,57
55.50,64
55.60,51
55.70,71
55.80,70
55.90,72
56.00,58
56.10,64
56.20,72
56.30,63
56.40,65
56.50,65
56.60,67
56.70,50
56.80,49
56.90,71
57.00,76
57.10,64
57.20,66
57.30,67
57.40,66
57.50,60
57.60,61
57.70,51
57.80,58
57.90,66
58.00,63
58.10,60
58.20,63
58.30,68
58.40,74
58.50,54
58.60,69
58.70,59
58.80,61
58.90,60
59.00,72
59.10,59
59.20,75
59.30,70
59.40,67
59.50,69
59.60,80
59.70,83
59.80,64
59.90,78
60.00,67
