time,conjugations
37.70,1865
37.80,1879
37.90,1842
38.00,1864
38.10,1867
38.20,1847
38.30,1823
38.40,1803
38.50,1844
38.60,1820
38.70,1863
38.80,1843
38.90,1808
39.00,1821
39.10,1790
39.20,1780
39.30,1825
39.40,1828
39.50,1807
39.60,1773
39.70,1799
39.80,1807
39.90,1798
40.00,1702
40.10,1748
40.20,1783
40.30,1748
40.40,1800
40.50,1770
40.60,1750
40.70,1715
40.80,1646
40.90,1735
41.00,1710
41.10,1716
41.20,1696
41.30,1743
41.40,1747
41.50,1759
41.60,1717
41.70,1735
41.80,1754
41.90,1741
42.00,1800
42.10,1771
42.20,1745
42.30,1737
42.40,1747
42.50,1719
42.60,1740
42.70,1751
42.80,1754
42.90,1766
43.00,1788
43.10,1832
43.20,1807
43.30,1784
43.40,1738
43.50,1743
43.60,1743
43.70,1778
43.80,1767
43.90,1745
44.00,1784
44.10,1767
44.20,1787
44.30,1782
44.40,1792
44.50,1818
44.60,1698
44.70,1703
44.80,1792
44.90,1812
45.00,1777
45.10,1802
45.20,1741
45.30,1750
45.40,1711
45.50,1764
45.60,1742
45.70,1804
45.80,1869
45.90,1786
46.00,1798
46.10,1780
46.20,1864
46.30,1814
46.40,1782
46.50,1769
46.60,1792
46.70,1842
46.80,1877
46.90,1864
47.00,1787
47.10,1841
47.20,1874
47.30,1811
47.40,1825
47.50,1872
47.60,1780
47.70,1774
47.80,1870
47.90,1838
48.00,1861
48.10,1893
48.20,1880
48.30,1910
48.40,1905
48.50,1838
48.60,1815
48.70,1903
48.80,1832
48.90,1870
49.00,1885
49.10,1883
49.20,1819
49.30,1784
49.40,1901
49.50,1835
49.60,1852
49.70,1867
49.80,1800
49.90,1874
50.00,1886
50.10,1931
50.20,1974
50.30,1938
50.40,1904
50.50,1860
50.60,1829
50.70,1903
50.80,1887
50.90,1855
51.00,1815
51.10,1878
51.20,1854
51.30,1863
51.40,1872
51.50,1844
51.60,1821
51.70,1726
51.80,1726
51.90,1800
52.00,1755
52.10,1780
52.20,1754
52.30,1801
52.40,1790
52.50,1763
52.60,1748
52.70,1737
52.80,1715
52.90,1680
53.00,1794
53.10,1754
53.20,1747
53.30,1740
53.40,1763
53.50,1754
53.60,1677
53.70,1725
53.80,1750
53.90,1731
54.00,1752
54.10,1702
54.20,1718
54.30,1797
54.40,1773
54.50,1814
54.60,1749
54.70,1701
54.80,1796
54.90,1791
55.00,1819
55.10,1782
55.20,1740
55.30,1750
55.40,1832
55.50,1809
55.60,1752
55.70,1773
55.80,1793
55.90,1787
56.00,1807
56.10,1810
56.20,1824
56.30,1801
56.40,1757
56.50,1705
56.60,1755
56.70,1764
56.80,1758
56.90,1753
57.00,1806
57.10,1809
57.20,1796
57.30,1776
57.40,1755
57.50,1714
57.60,1775
57.70,1794
57.80,1834
57.90,1835
58.00,1812
58.10,1809
58.20,1761
58.30,1792
58.40,1781
58.50,1744
58.60,1753
58.70,1776
58.80,1747
58.90,1772
59.00,1828
59.10,1805
59.20,1847
59.30,1863
59.40,1852
59.50,1805
59.60,1836
59.70,1883
59.80,1859
59.90,1850
60.00,1839
