time,conjugations
52.70,324
52.80,339
52.90,343
53.00,332
53.10,313
53.20,335
53.30,372
53.40,343
53.50,328
53.60,335
53.70,344
53.80,367
53.90,351
54.00,359
54.10,379
54.20,341
54.30,334
54.40,339
54.50,304
54.60,294
54.70,347
54.80,384
54.90,373
55.00,377
55.10,350
55.20,354
55.30,371
55.40,322
55.50,322
55.60,380
55.70,326
55.80,327
55.90,353
56.00,340
56.10,338
56.20,351
56.30,372
56.40,373
56.50,364
56.60,331
56.70,354
56.80,361
56.90,327
57.00,322
57.10,341
57.20,318
57.30,324
57.40,344
57.50,345
57.60,337
57.70,337
57.80,321
57.90,314
58.00,320
58.10,325
58.20,336
58.30,351
58.40,350
58.50,325
58.60,346
58.70,361
58.80,330
58.90,342
59.00,337
59.10,353
59.20,330
59.30,311
59.40,326
59.50,342
59.60,304
59.70,335
59.80,325
59.90,347
60.00,365
