time,conjugations
28.30,1693
28.40,1696
28.50,1640
28.60,1681
28.70,1695
28.80,1760
28.90,1804
29.00,1787
29.10,1733
29.20,1736
29.30,1851
29.40,1751
29.50,1720
29.60,1718
29.70,1762
29.80,1734
29.90,1813
30.00,1826
30.10,1775
30.20,1760
30.30,1676
30.40,1797
30.50,1784
30.60,1805
30.70,1771
30.80,1756
30.90,1753
31.00,1759
31.10,1793
31.20,1757
31.30,1798
31.40,1820
31.50,1818
31.60,1800
31.70,1814
31.80,1790
31.90,1855
32.00,1840
32.10,1822
32.20,1835
32.30,1812
32.40,1813
32.50,1836
32.60,1836
32.70,1847
32.80,1870
32.90,1867
33.00,1867
33.10,1794
33.20,1844
33.30,1848
33.40,1796
33.50,1820
33.60,1766
33.70,1778
33.80,1896
33.90,1855
34.00,1863
34.10,1860
34.20,1908
34.30,1900
34.40,1893
34.50,1871
34.60,1843
34.70,1829
34.80,1830
34.90,1862
35.00,1833
35.10,1818
35.20,1868
35.30,1809
35.40,1910
35.50,1937
35.60,1875
35.70,1876
35.80,1854
35.90,1933
36.00,1830
36.10,1893
36.20,1936
36.30,1922
36.40,1907
36.50,1897
36.60,1877
36.70,1809
36.80,1859
36.90,1855
37.00,1818
37.10,1846
37.20,1915
37.30,1877
37.40,1873
37.50,1891
37.60,1839
37.70,1840
37.80,1839
37.90,1887
38.00,1836
38.10,1822
38.20,1826
38.30,1787
38.40,1781
38.50,1792
38.60,1832
38.70,1849
38.80,1791
38.90,1775
39.00,1774
39.10,1768
39.20,1801
39.30,1720
39.40,1753
39.50,1775
39.60,1771
39.70,1747
39.80,1731
39.90,1723
40.00,1750
40.10,1767
40.20,1739
40.30,1761
40.40,1775
40.50,1714
40.60,1748
40.70,1696
40.80,1727
40.90,1712
41.00,1744
41.10,1760
41.20,1808
41.30,1717
41.40,1771
41.50,1780
41.60,1687
41.70,1694
41.80,1749
41.90,1775
42.00,1820
42.10,1792
42.20,1780
42.30,1752
42.40,1715
42.50,1724
42.60,1724
42.70,1744
42.80,1747
42.90,1748
43.00,1756
43.10,1789
43.20,1804
43.30,1768
43.40,1774
43.50,1757
43.60,1748
43.70,1757
43.80,1807
43.90,1797
44.00,1773
44.10,1786
44.20,1765
44.30,1815
44.40,1820
44.50,1850
44.60,1835
44.70,1838
44.80,1847
44.90,1818
45.00,1798
45.10,1825
45.20,1760
45.30,1748
45.40,1740
45.50,1830
45.60,1805
45.70,1842
45.80,1806
45.90,1911
46.00,1926
46.10,1873
46.20,1873
46.30,1858
46.40,1883
46.50,1857
46.60,1870
46.70,1846
46.80,1844
46.90,1794
47.00,1833
47.10,1865
47.20,1844
47.30,1835
47.40,1817
47.50,1769
47.60,1742
47.70,1810
47.80,1832
47.90,1814
48.00,1827
48.10,1834
48.20,1817
48.30,1790
48.40,1799
48.50,1797
48.60,1758
48.70,1841
48.80,1876
48.90,1847
49.00,1829
49.10,1827
49.20,1855
49.30,1907
49.40,1854
49.50,1814
49.60,1866
49.70,1850
49.80,1872
49.90,1859
50.00,1838
50.10,1823
50.20,1837
50.30,1878
50.40,1817
50.50,1795
50.60,1828
50.70,1887
50.80,1841
50.90,1836
51.00,1894
51.10,1850
51.20,1798
51.30,1814
51.40,1777
51.50,1782
51.60,1763
51.70,1742
51.80,1759
51.90,1777
52.00,1731
52.10,1788
52.20,1785
52.30,1762
52.40,1747
52.50,1682
52.60,1729
52.70,1686
52.80,1747
52.90,1761
53.00,1816
53.10,1788
53.20,1705
53.30,1722
53.40,1717
53.50,1731
53.60,1785
53.70,1734
53.80,1758
53.90,1752
54.00,1808
54.10,1810
54.20,1775
54.30,1747
54.40,1777
54.50,1777
54.60,1756
54.70,1787
54.80,1808
54.90,1802
55.00,1773
55.10,1825
55.20,1793
55.30,1811
55.40,1844
55.50,1788
55.60,1795
55.70,1789
55.80,1820
55.90,1783
56.00,1837
56.10,1874
56.20,1818
56.30,1748
56.40,1814
56.50,1788
56.60,1767
56.70,1719
56.80,1755
56.90,1809
57.00,1807
57.10,1762
57.20,1793
57.30,1785
57.40,1841
57.50,1795
57.60,1804
57.70,1775
57.80,1769
57.90,1795
58.00,1782
58.10,1805
58.20,1809
58.30,1796
58.40,1807
58.50,1838
58.60,1821
58.70,1764
58.80,1805
58.90,1792
59.00,1776
59.10,1807
59.20,1890
59.30,1833
59.40,1807
59.50,1826
59.60,1864
59.70,1892
59.80,1905
59.90,1872
60.00,1859
